brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Johnnie Walker,Black Label,blend,12.0,1000,712.21,stretch,0,medium,core,premium_store,lower,promo_stack,0,Sandton,34,self,month-end stock-up,primary,0,103.0,1,entry,Johnnie Walker Black Label blend,Johnnie Walker Black Label 1000 ml,,promo got attention but not a big basket
Laphroaig,10,single_malt,10.0,750,1037.88,stretch,0,heavy,distinctive,retail_chain,eye_level,standard,0,Randburg,11,self,try something else,primary,1,52.0,1,preference_led,Laphroaig 10 blend,Laphroaig 10 Gift,,
Laphroaig,10,single_malt,10.0,750,1029.9,top_shelf,0,heavy,distinctive,premium_store,eye_level,gift_section,0,West Rand,14,mixed,special bottle,primary,0,,1,exploratory,Laphroaig 10 blend,Laphroaig 10 Gift,,"repeat-looking purchase, no real hesitation"
Laphroaig,10,single_malt,10.0,750,1153.84,top_shelf,0,heavy,distinctive,retail_chain,lower,standard,0,Pretoria East,13,self,last-minute dinner,primary,0,18.0,1,preference_led,Laphroaig 10 single malt,Laphroaig 10 whisky,,
Glenlivet,12,single_malt,12.0,700,469.19,step_up,0,light,premium,retail_chain,lower,promo_stack,0,Centurion,35,self,last-minute dinner,primary,0,50.0,1,preference_led,Glenlivet 12 whisky,G 12 700,,staff said peat was a hard sell here
Glenlivet,12,single_malt,12.0,750,449.04,step_up,0,light,premium,retail_chain,eye_level,standard,0,East Rand,12,mixed,special bottle,primary,0,70.0,1,exploratory,Glenlivet 12 Scotch 750ml,Glenlivet 12 whisky,,
Glenfiddich,12,single_malt,12.0,700,429.6,step_up,0,light,premium,retail_chain,lower,standard,0,Fourways,23,self,quiet pour,primary,0,,1,entry,Glenfiddich 12 whisky,Glenfiddich 12 - R430,,"shopper hovered, then came back after another aisle"
Laphroaig,10,single_malt,10.0,750,1008.7,top_shelf,0,heavy,distinctive,retail_chain,eye_level,standard,0,Pretoria East,33,mixed,,primary,0,,1,familiar,Laphroaig 10 blend,Laphroaig 10 750 ml,,
Monkey Shoulder,Blended Malt,blend,,750,395.55,step_up,0,medium,core,liquor_store,eye_level,gift_section,0,Fourways,19,self,quiet pour,add_on,1,46.0,1,entry,Monkey Shoulder Blended Malt Scotch 750ml,MS Blended Malt 750,,picked from the feature end after a long look
Monkey Shoulder,Blended Malt,blend,,750,395.69,step_up,0,medium,core,retail_chain,lower,standard,0,Centurion,31,self,quiet pour,primary,0,,1,familiar,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt Gift,,
Johnnie Walker,Red Label,blend,,1000,291.38,budget_edge,0,light,entry,retail_chain,feature_display,gift_section,0,Midrand,43,self,quiet pour,primary,0,,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label Gift,,
Lagavulin,16,single_malt,16.0,750,1301.6,top_shelf,0,heavy,distinctive,liquor_store,lower,standard,0,Fourways,23,self,,primary,0,,1,preference_led,Lagavulin 16 whisky,Lagavulin 16 whisky,,promo got attention but not a big basket
Johnnie Walker,Black Label,blend,12.0,750,426.42,step_up,1,medium,core,retail_chain,eye_level,standard,0,Pretoria East,46,self,weekend top-up,primary,0,109.0,1,entry,Johnnie Walker Black Label Scotch 750ml gift box,J Walker Black Label - R426,,
Johnnie Walker,Red Label,blend,,750,275.63,budget_edge,0,light,entry,retail_chain,feature_display,standard,0,Fourways,37,gift,host gift,primary,0,88.0,1,entry,Johnnie Walker Red Label blend,JW Red Label 750,,"premium shelf got traffic, but not much conversion late week"
Lagavulin,16,single_malt,16.0,750,1320.0,top_shelf,1,heavy,distinctive,liquor_store,feature_display,standard,0,Pretoria East,37,mixed,,primary,0,,1,preference_led,Lagavulin 16 single malt gift box,Lagavulin 16 Gift,,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,1000,303.25,budget_edge,0,light,entry,retail_chain,feature_display,promo_stack,1,West Rand,32,self,month-end stock-up,primary,0,,1,preference_led,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label Gift,gift ready bottle special,
Glenlivet,12,single_malt,12.0,700,459.44,step_up,0,light,premium,premium_store,lower,standard,0,Midrand,50,mixed,,primary,0,,1,preference_led,Glenlivet 12 whisky,Glenlivet 12 700 ml,,
Glenlivet,12,single_malt,12.0,750,530.09,premium_window,0,light,premium,liquor_store,feature_display,standard,0,Sandton,4,self,last-minute dinner,primary,0,,1,familiar,Glenlivet 12 Scotch 750ml,Glenlivet 12 / R530,,picked from the feature end after a long look
Glenfiddich,12,single_malt,12.0,700,522.06,premium_window,0,light,premium,premium_store,lower,gift_section,1,Sandton,5,mixed,weekend top-up,primary,0,,1,familiar,Glenfiddich 12 single malt,Glenfiddich 12 Gift,bundle with glassware,staff said peat was a hard sell here
Monkey Shoulder,Blended Malt,blend,,750,392.98,step_up,1,medium,core,retail_chain,end_cap,standard,0,Sandton,40,self,month-end stock-up,primary,1,24.0,2,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt - R393,,
Johnnie Walker,Black Label,blend,12.0,1000,610.39,premium_window,1,medium,core,premium_store,eye_level,standard,1,Randburg,37,gift,birthday run,primary,1,23.0,1,familiar,Johnnie Walker Black Label whisky gift box,JW Black Label 1000,price drop while stock lasts,
Chivas Regal,12,blend,12.0,750,408.45,step_up,0,light,core,retail_chain,eye_level,gift_section,0,Sandton,20,gift,quiet pour,primary,0,,1,familiar,Chivas Regal 12 single malt,Chivas Regal 12 - R408,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,1000,324.81,step_up,0,light,entry,liquor_store,end_cap,gift_section,0,Soweto,16,mixed,birthday run,primary,1,46.0,1,familiar,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label - R325,,Staff said peat was a hard sell here.
Johnnie Walker,Black Label,blend,12.0,1000,570.38,premium_window,1,medium,core,retail_chain,eye_level,standard,0,West Rand,25,gift,host gift,primary,1,31.0,1,familiar,Johnnie Walker Black Label single malt gift box,Johnnie Walker Black Label 1000 ml,,
Chivas Regal,12,blend,12.0,750,319.36,budget_edge,1,light,core,liquor_store,eye_level,standard,0,Rosebank,4,self,quiet pour,primary,0,,1,familiar,Chivas Regal 12 750ml gift box,Chivas Regal 12 750ML,,
Johnnie Walker,Black Label,blend,12.0,750,406.72,step_up,0,medium,core,liquor_store,feature_display,standard,0,Midrand,45,gift,birthday run,primary,1,35.0,1,familiar,Johnnie Walker Black Label 750ml,J Walker Black Label whisky,,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,607.87,premium_window,1,medium,core,liquor_store,eye_level,standard,0,Centurion,44,self,month-end stock-up,primary,0,,1,preference_led,Johnnie Walker Black Label Scotch 1000ml,JW Black Label 1000,,Staff said peat was a hard sell here.
Johnnie Walker,Red Label,blend,,750,271.9,budget_edge,1,light,entry,premium_store,feature_display,gift_section,1,Rosebank,19,gift,quiet pour,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 750 ml,premium pour week,picked from the feature end after a long look
Johnnie Walker,Black Label,blend,12.0,1000,561.8,premium_window,1,medium,core,retail_chain,feature_display,gift_section,1,Soweto,18,gift,host gift,primary,0,,2,exploratory,Johnnie Walker Black Label blend,Johnnie Walker Black Label - R562,shelf talker only,buyer traded up from a usual blend
Johnnie Walker,Red Label,blend,,1000,333.57,budget_edge,0,light,entry,liquor_store,feature_display,standard,1,Centurion,38,self,last-minute dinner,primary,1,24.0,1,exploratory,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label - R334,2 for less on selected whisky,promo got attention but not a big basket
Johnnie Walker,Black Label,blend,12.0,750,447.28,step_up,0,medium,core,liquor_store,lower,gift_section,0,Sandton,41,mixed,try something else,primary,0,,1,exploratory,Johnnie Walker Black Label Scotch 750ml,Johnnie Walker Black Label 750 ml,,"buyer seemed curious, not fully convinced"
Glenlivet,12,single_malt,12.0,750,513.88,premium_window,0,light,premium,premium_store,end_cap,gift_section,0,Midrand,26,self,,primary,0,,1,familiar,Glenlivet 12 blend,Glenlivet 12 / R514,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,750,469.23,step_up,0,light,core,premium_store,eye_level,standard,0,East Rand,33,mixed,host gift,primary,0,,1,familiar,Chivas Regal 12 750ml,Chivas Regal 12 750ML,,Staff said peat was a hard sell here.
Lagavulin,16,single_malt,16.0,750,1571.03,top_shelf,0,heavy,distinctive,premium_store,end_cap,standard,0,Sandton,52,self,,primary,1,13.0,1,preference_led,Lagavulin 16 gift pack,Lagavulin 16 Gift,,staff said peat was a hard sell here
Glenfiddich,12,single_malt,12.0,700,471.53,premium_window,0,light,premium,premium_store,end_cap,standard,0,Centurion,34,self,special bottle,primary,1,50.0,1,entry,Glenfiddich 12 gift pack,Glenfiddich 12 700 ML,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,750,219.0,budget_edge,0,light,entry,liquor_store,end_cap,promo_stack,0,Centurion,45,self,weekend top-up,primary,1,22.0,1,familiar,Johnnie Walker Red Label 750ml,Johnnie Walker Red Label Gift,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,1000,329.39,budget_edge,0,light,entry,retail_chain,lower,promo_stack,1,Randburg,20,self,weekend top-up,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 1000ML,premium pour week,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,750,238.61,budget_edge,1,light,entry,premium_store,lower,gift_section,0,Fourways,44,self,quiet pour,primary,0,,1,exploratory,Johnnie Walker Red Label blend,Johnnie Walker Red Label Gift,,staff said peat was a hard sell here
Johnnie Walker,Black Label,blend,12.0,750,501.98,step_up,0,medium,core,premium_store,eye_level,standard,0,Randburg,29,mixed,try something else,primary,0,,1,familiar,Johnnie Walker Black Label blend,Johnnie Walker Black Label WHSKY,,Buyer traded up from a usual blend.
Johnnie Walker,Red Label,blend,,750,272.28,budget_edge,0,light,entry,retail_chain,lower,standard,0,Rosebank,20,gift,host gift,primary,0,47.0,1,entry,Johnnie Walker Red Label single malt,Johnnie Walker Red Label Gift,,"shopper hovered, then came back after another aisle"
Monkey Shoulder,Blended Malt,blend,,750,377.01,step_up,0,medium,core,retail_chain,lower,gift_section,0,Sandton,36,self,,add_on,0,,1,familiar,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt whisky,,Looked like a gift decision more than a regular buy.
Johnnie Walker,Black Label,blend,12.0,1000,585.55,premium_window,0,medium,core,liquor_store,eye_level,gift_section,0,Centurion,14,self,weekend top-up,primary,0,,1,exploratory,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label whisky,,
Johnnie Walker,Red Label,blend,,750,251.67,budget_edge,0,light,entry,liquor_store,eye_level,gift_section,0,East Rand,5,mixed,,primary,0,42.0,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label - R252,,buyer traded up from a usual blend
Laphroaig,10,single_malt,10.0,750,980.42,top_shelf,0,heavy,distinctive,liquor_store,lower,standard,0,East Rand,6,self,last-minute dinner,primary,1,40.0,1,preference_led,Laphroaig 10 gift pack,Laphroaig 10 whisky,,"shopper hovered, then came back after another aisle"
Laphroaig,10,single_malt,10.0,750,936.24,stretch,0,heavy,distinctive,retail_chain,eye_level,promo_stack,1,Pretoria East,34,self,,primary,1,47.0,1,familiar,Laphroaig 10 blend,Laphroaig 10 750ML,bundle with glassware,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,750,287.58,budget_edge,0,light,entry,premium_store,end_cap,gift_section,1,East Rand,17,self,braai night,primary,0,,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label 750 ml,gift ready bottle special,"shopper hovered, then came back after another aisle"
Glenfiddich,12,single_malt,12.0,750,550.45,premium_window,0,light,premium,liquor_store,eye_level,gift_section,0,Midrand,23,mixed,weekend top-up,primary,0,70.0,1,exploratory,Glenfiddich 12 Scotch 750ml,Glenfiddich 12 Gift,,Promo got attention but not a big basket.
Johnnie Walker,Black Label,blend,12.0,1000,709.36,stretch,0,medium,core,premium_store,eye_level,promo_stack,1,Rosebank,13,self,weekend top-up,primary,0,,1,preference_led,Johnnie Walker Black Label blend,Johnnie Walker Black Label Gift,2 for less on selected whisky,picked from the feature end after a long look
Monkey Shoulder,Blended Malt,blend,,750,363.47,step_up,0,medium,core,retail_chain,end_cap,gift_section,0,West Rand,35,mixed,,primary,0,,1,exploratory,Monkey Shoulder Blended Malt gift pack,MS Blended Malt 750,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,700,404.42,step_up,0,light,premium,liquor_store,lower,promo_stack,1,Rosebank,8,mixed,quiet pour,primary,0,,1,exploratory,Glenlivet 12 single malt,Glenlivet 12 / R404,premium pour week,
Glenlivet,12,single_malt,12.0,750,427.83,step_up,0,light,premium,liquor_store,lower,standard,0,Pretoria East,28,gift,weekend top-up,add_on,1,44.0,1,familiar,Glenlivet 12 whisky,Glenlivet 12 750ML,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Red Label,blend,,750,294.38,budget_edge,1,light,entry,premium_store,feature_display,standard,0,Rosebank,23,gift,,primary,0,,1,entry,Johnnie Walker Red Label single malt gift box,Johnnie Walker Red Label 750ML,,"Shopper hovered, then came back after another aisle."
Glenlivet,12,single_malt,12.0,700,466.03,step_up,0,light,premium,liquor_store,lower,standard,0,Pretoria East,45,self,birthday run,primary,1,65.0,1,entry,Glenlivet 12 Scotch 700ml,Glenlivet 12 700ML,,
Johnnie Walker,Black Label,blend,12.0,750,382.17,step_up,1,medium,core,retail_chain,eye_level,standard,0,East Rand,34,self,,primary,0,72.0,1,entry,Johnnie Walker Black Label 750ml,Johnnie Walker Black Label / R382,,"premium shelf got traffic, but not much conversion late week"
Monkey Shoulder,Blended Malt,blend,,750,431.23,step_up,0,medium,core,liquor_store,eye_level,gift_section,0,Sandton,21,self,weekend top-up,primary,1,28.0,1,preference_led,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt 750ML,,"shopper hovered, then came back after another aisle"
Glenfiddich,12,single_malt,12.0,750,522.45,premium_window,0,light,premium,premium_store,feature_display,standard,0,Midrand,22,gift,last-minute dinner,primary,0,,1,familiar,Glenfiddich 12 Scotch 750ml,Glenfiddich 12 750 ml,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Black Label,blend,12.0,1000,492.83,step_up,0,medium,core,liquor_store,eye_level,standard,0,Fourways,31,gift,,primary,0,73.0,1,entry,Johnnie Walker Black Label single malt,J Walker Black Label 1000ML,,"shopper hovered, then came back after another aisle"
Glenfiddich,12,single_malt,12.0,700,434.87,step_up,0,light,premium,retail_chain,lower,standard,0,Soweto,3,self,month-end stock-up,primary,1,57.0,2,familiar,Glenfiddich 12 blend,Glenfiddich 12 700ML,,staff said peat was a hard sell here
Chivas Regal,12,blend,12.0,750,412.61,step_up,0,light,core,premium_store,end_cap,gift_section,0,Midrand,37,gift,host gift,add_on,0,,1,preference_led,Chivas Regal 12 750ml,Chivas Regal 12 Gift,,looked like a gift decision more than a regular buy
Monkey Shoulder,Blended Malt,blend,,750,441.12,step_up,0,medium,core,retail_chain,eye_level,standard,0,Fourways,38,self,,primary,0,21.0,1,entry,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt 750ML,,promo got attention but not a big basket
Johnnie Walker,Black Label,blend,12.0,1000,612.4,premium_window,0,medium,core,liquor_store,eye_level,gift_section,0,East Rand,48,self,weekend top-up,primary,0,97.0,1,preference_led,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label - R612,,"Repeat-looking purchase, no real hesitation."
Chivas Regal,12,blend,12.0,750,395.83,step_up,0,light,core,liquor_store,lower,standard,0,Sandton,42,self,quiet pour,primary,0,32.0,1,familiar,Chivas Regal 12 whisky,CR 12 750,,"Premium shelf got traffic, but not much conversion late week."
Johnnie Walker,Red Label,blend,,750,243.67,budget_edge,0,light,entry,liquor_store,lower,standard,0,West Rand,17,gift,birthday run,primary,0,,1,entry,Johnnie Walker Red Label Scotch 750ml,Johnnie Walker Red Label 750 ML,,"shopper hovered, then came back after another aisle"
Lagavulin,16,single_malt,16.0,750,1435.41,top_shelf,0,heavy,distinctive,premium_store,feature_display,standard,0,Rosebank,31,self,last-minute dinner,primary,0,86.0,1,exploratory,Lagavulin 16 Scotch 750ml,Lagavulin 16 whisky,,staff said peat was a hard sell here
Laphroaig,10,single_malt,10.0,750,1024.78,stretch,0,heavy,distinctive,liquor_store,lower,promo_stack,0,Soweto,4,self,weekend top-up,primary,1,56.0,1,preference_led,Laphroaig 10 blend,Laphroaig 10 750ML,,Looked like a gift decision more than a regular buy.
Laphroaig,10,single_malt,10.0,750,1010.31,top_shelf,0,heavy,distinctive,retail_chain,lower,standard,0,Midrand,9,self,,primary,0,,1,exploratory,Laphroaig 10 Scotch 750ml,Laphroaig 10 - R1010,,promo got attention but not a big basket
Monkey Shoulder,Blended Malt,blend,,750,444.03,step_up,0,medium,core,premium_store,eye_level,gift_section,1,Midrand,24,self,,primary,1,26.0,1,familiar,Monkey Shoulder Blended Malt single malt,MS Blended Malt 750,price drop while stock lasts,
Glenlivet,12,single_malt,12.0,750,440.53,step_up,1,light,premium,premium_store,end_cap,gift_section,0,Pretoria East,10,self,quiet pour,add_on,1,52.0,1,preference_led,Glenlivet 12 gift pack,Glenlivet 12 whisky,,
Johnnie Walker,Red Label,blend,,1000,291.13,budget_edge,0,light,entry,liquor_store,lower,gift_section,0,Rosebank,33,self,birthday run,primary,0,80.0,1,entry,Johnnie Walker Red Label single malt,J Walker Red Label 1000ML,,
Monkey Shoulder,Blended Malt,blend,,750,434.75,step_up,0,medium,core,liquor_store,eye_level,standard,0,East Rand,31,mixed,birthday run,primary,0,,1,preference_led,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt 750ML,,"shopper hovered, then came back after another aisle"
